"x","y","z","bhd"
15.305,36.802,-2.538,15.3
53.462,-30.877,-0.0840000000000001,15.3
103.408,-63.923,-1.066,15.3
-6.744,23.15,-4.943,15.2
39.067,37.187,0.98,15.2
41.306,-12.521,-0.455,15.2
30.286,26.655,-1.068,15.2
38.589,58.499,1.468,15.1
19.618,70.176,-2.83,15.1
123.798,-21.17,3.883,15.1
12.716,61.92,-3.029,15.1
100.617,-43.568,1.487,15
37.392,30.587,0.109,15
78.598,-43.133,0.59,15
71.42,-41.298,0.298,14.9
27.053,12.389,-1.534,14.8
108.758,-63.859,-0.733,14.8
18.046,-8.983,-1.252,14.8
-2.572,61.615,-6.602,14.8
49.21,40.069,2.101,14.7
16.43,61.125,-2.376,14.7
32.807,10.151,-0.996,14.7
73.245,5.403,2.406,14.7
-2.812,61.604,-6.681,14.6
56.758,-28.097,0.639,14.6
50.552,-33.137,-0.652,14.5
42.399,-25.593,-0.797,14.5
72.063,-27.367,2.306,14.4
-5.338,80.638,-9.556,14.4
32.88,58.011,0.483,14.4
93.545,-21.038,3.455,14.3
-4.148,58.254,-6.743,14.3
103.774,-58.681,-0.215,14.3
14.038,69.768,-3.526,14.3
-6.121,49.349,-6.708,14.2
81.931,-49.354,0.00299999999999989,14.2
117.848,-62.434,-0.531,14.2
35.773,45.347,1.311,14.2
-8.612,71.559,-9.051,14.2
21.125,38.964,-1.618,14.1
21.29,48.801,-1.048,14.1
122.811,-25.766,3.359,14.1
65.249,0.408,1.581,14.1
13.504,24.276,-3.251,14.1
49.229,-23.228,0.079,14
33.261,12.293,-1.016,14
25.709,16.063,-1.825,14
-6.732,45.709,-6.725,14
93.911,-58.258,-0.779,14
35.394,-27.238,-1.614,13.9
1.512,2.147,-1.732,13.9
155.324,-13.866,4.962,13.9
57.173,-9.555,0.984,13.8
21.076,-1.96,-1.298,13.8
108.473,-0.586,5.826,13.8
4.541,45.71,-4.306,13.8
20.535,56.1,-1.294,13.8
56.299,-0.318,0.978,13.7
-0.104,78.94,-7.982,13.7
41.607,-6.519,-0.203,13.7
39.033,-8.402,-0.468,13.7
21.944,65.254,-2.017,13.7
4.549,3.889,-2.198,13.6
42.833,-11.428,-0.369,13.6
49.109,-31.929,-0.63,13.6
62.85,37.785,3.238,13.6
7.092,7.632,-2.721,13.6
33.334,60.268,0.23,13.6
24.972,2.795,-1.21,13.6
3.61,27.454,-4.578,13.5
2.472,19.082,-4.124,13.5
30.337,16.31,-1.227,13.5
12.781,37.145,-3.034,13.4
-3.518,14.176,-3.977,13.4
67.111,-31.295,1.317,13.4
9.423,14.048,-3.05,13.4
62.107,-23.955,1.572,13.3
20.303,14.946,-2.346,13.3
54.819,30.627,1.747,13.2
5.652,19.525,-3.775,13.2
27.553,1.101,-1.056,13.2
17.925,30.508,-2.562,13.2
-7.267,23.542,-5.005,13.1
24.179,49.621,-0.479,13.1
18.563,48.966,-1.592,13.1
38.891,-15.741,-0.843,13.1
21.134,11.71,-2.119,13.1
82.116,-15.166,3.285,13.1
7.112,46.542,-3.868,13.1
-8.239,77.526,-9.861,13
37.796,-2.718,-0.481,13
50.355,-23.331,0.227,13
13.835,2.823,-1.822,13
24.959,-19.278,-1.493,13
58.81,-36.682,-0.362,12.9
27.774,7.036,-1.219,12.9
0.12,47.061,-5.222,12.9
16.468,20.111,-2.772,12.9
22.608,68.367,-2.308,12.9
62.148,-35.779,0.214,12.9
12.934,-9.271,-1.368,12.9
54.712,-17.293,0.893,12.9
32.536,33.873,-0.151,12.9
18.95,69.984,-2.902,12.8
103.761,-51.632,0.667,12.8
46.571,-5.495,0.135,12.8
23.135,34.606,-1.541,12.6
57.395,39.341,2.583,12.6
48.273,15.032,0.0899999999999999,12.6
77.856,-46.528,0.0779999999999998,12.6
-6.951,48.955,-6.871,12.5
19.908,43.852,-1.426,12.5
69.969,10.843,2.145,12.5
89.21,-53.653,-0.26,12.4
85.178,-38.373,1.882,12.4
6.226,15.252,-3.447,12.4
4.496,32.097,-4.577,12.3
65.613,-1.329,1.565,12.3
8.757,26.782,-4.032,12.3
73.217,-35.359,1.432,12.3
50.834,19.389,0.452,12.3
11.749,23.466,-3.538,12.3
76.53,-11.104,3.054,12.3
36.958,-16.224,-1.032,12.2
38.841,57.137,1.657,12.2
3.135,48.438,-4.66,12.2
52.405,-31.598,-0.188,12.2
-6.774,26.794,-5.315,12.1
2.065,7.495,-2.661,12.1
16.203,16.201,-2.738,12.1
-4.05,-2.649,-1.898,12.1
-1.708,33.584,-5.544,12.1
98.809,-59.86,-0.728,12.1
65.035,-25.285,1.79,12.1
-6.51,50.956,-6.799,12
74.08,-11.328,2.742,12
-0.468,82.22,-8.675,11.9
11.588,-7.635,-1.448,11.9
-1.372,34.951,-5.438,11.9
28.006,-6.327,-1.057,11.9
64.236,1.721,1.491,11.9
62.631,-6.948,1.302,11.9
13.553,70.653,-3.707,11.8
19.574,-17.719,-1.493,11.8
29.106,32.998,-0.722,11.8
27.821,50.186,0.0959999999999999,11.8
51.86,37.303,2.066,11.8
24.972,-5.228,-1.043,11.8
76.685,-9.522,2.948,11.8
27.489,22.14,-1.639,11.7
38.282,17.32,-0.559,11.7
108.553,-64.502,-0.803,11.6
89.321,-52.543,-0.026,11.6
52.135,-28.166,0.143,11.6
36.912,-7.809,-0.652,11.6
21.625,-5.975,-1.15,11.6
16.926,25.783,-2.981,11.5
83.707,18.499,4.299,11.5
116.186,-48.711,1.051,11.5
5.626,25.944,-4.309,11.5
58.901,29.825,2.159,11.4
38.784,58.868,1.409,11.4
-7.944,53.005,-7.285,11.4
-2.457,19.878,-4.529,11.3
16.26,19.345,-2.848,11.3
27.042,36.99,-0.666,11.3
10.545,-12.661,-1.583,11.3
9.103,18.765,-3.557,11.2
1.882,36.251,-5.066,11.2
42.451,-21.351,-0.671,11.2
11.001,42.495,-3.143,11.1
42.769,-8.185,-0.251,11.1
12.529,58.315,-2.894,11.1
38.212,48.048,1.798,11.1
-3.833,35.874,-5.879,11.1
45.038,7.898,-0.105,11
57.871,1.427,1.077,11
16.869,46.465,-1.857,11
2.884,42.171,-4.706,11
54.555,34.846,1.993,10.9
64.826,-8.216,1.485,10.9
-0.941,42.904,-5.553,10.9
17.454,52.582,-1.747,10.9
50.104,-10.376,0.416,10.8
60.883,34.528,2.689,10.8
10.964,54.665,-3.148,10.8
13.861,-7.406,-1.328,10.8
125.234,-22.72,3.73,10.8
53.267,2.994,0.821,10.8
-5.726,66.168,-7.847,10.8
45.362,-10.159,-0.0649999999999999,10.7
36.156,-7.288,-0.691,10.7
74.93,15.122,3.019,10.7
26.833,38.328,-0.473,10.7
86.438,-43.361,1.24,10.7
7.479,13.343,-3.103,10.7
19.944,2.853,-1.488,10.7
71.707,-46.469,-0.507,10.7
64.736,-32.684,0.917,10.6
20.759,-12.659,-1.21,10.6
1.964,5.85,-2.384,10.6
43.117,37.837,1.449,10.6
7.813,11.64,-2.906,10.6
66.425,-29.268,1.493,10.5
36.029,-10.567,-0.834,10.5
89.319,-44.114,1.167,10.5
56.338,27.744,1.674,10.5
62.134,44.952,3.297,10.5
112.742,-9.774,5.044,10.5
58.897,-35.151,-0.188,10.5
12.277,22.257,-3.424,10.5
37.563,-29.175,-1.547,10.5
40.269,-29.376,-1.324,10.5
24.176,33.57,-1.486,10.5
64.383,-28.089,1.405,10.4
27.157,-3.153,-0.933,10.4
72.539,-42.281,0.265,10.4
5.003,38.583,-4.329,10.4
8.894,56.708,-3.646,10.4
39.924,43.546,1.736,10.4
11.22,51.322,-3.081,10.3
63.892,-3.681,1.377,10.3
33.733,61.387,0.136,10.3
9.976,22.678,-3.698,10.3
46.82,35.39,1.426,10.2
31.212,0.079,-0.886,10.2
111.82,-58.105,0.00499999999999989,10.2
3.431,13.271,-3.475,10.2
34.517,46.298,1.104,10.2
9.211,24.903,-3.871,10.2
2.254,10.627,-3.215,10.1
9.321,6.937,-2.5,10.1
93.736,-53.021,0.223,10.1
95.461,-53.75,0.19,10.1
83.272,-46.462,0.595,10.1
76.3,-43.044,0.423,10.1
6.425,62.221,-4.409,10
48.502,-30.844,-0.47,10
39.381,27.091,0.0409999999999999,10
26.646,34.982,-0.852,9.9
34.643,6.205,-0.845,9.9
-5.012,-1.101,-1.92,9.9
78.167,-36.083,1.639,9.9
148.152,-5.294,6.167,9.8
34.446,59.523,0.513,9.8
10.035,54.132,-3.349,9.8
2.551,16.677,-3.833,9.8
50.461,45.364,2.55,9.7
0.513,16.291,-3.836,9.7
39.77,16.904,-0.438,9.7
12.479,12.461,-2.589,9.7
9.555,-10.451,-1.52,9.7
27.643,47.068,0.0309999999999999,9.7
24.335,3.723,-1.336,9.6
44.859,49.167,2.526,9.6
2.88,-5.742,-1.689,9.5
43.104,-13.901,-0.42,9.5
22.9,43.963,-0.961,9.5
31.463,15.289,-1.157,9.5
4.162,10.197,-2.956,9.5
-4.014,36.3,-5.901,9.5
50.359,-12.479,0.345,9.5
-5.937,10.584,-3.468,9.5
109.564,-67.65,-1.309,9.4
14.048,12.045,-2.605,9.4
50.739,26.152,0.911,9.4
86.633,3.655,3.949,9.4
68.198,-36.097,0.738,9.4
45.977,-11.307,-0.032,9.4
76.411,-35.17,1.649,9.3
-4.234,57.458,-6.66,9.3
21.492,40.532,-1.378,9.3
-3.24,12.747,-3.765,9.2
0.597,35.211,-5.296,9.2
30.867,-8.518,-0.795,9.2
61.235,-28.572,0.97,9.2
20.513,52.039,-1.151,9.1
17.043,-9.555,-1.256,9.1
3.757,6.699,-2.592,9.1
19.463,-8.496,-1.208,9.1
-2.014,82.689,-9.064,9.1
17.266,47.531,-1.811,9
29.518,51.302,0.382,9
-2.411,12.144,-3.611,9
21.979,38.332,-1.511,9
20.872,55.707,-1.215,9
28.83,-9.024,-1.06,9
-3.118,11.837,-3.609,9
22.62,57.26,-0.913,9
41.736,45.164,2.029,8.9
88.523,19.397,4.929,8.9
52.242,32.991,1.622,8.9
57.043,-35.221,-0.434,8.9
23.718,59.827,-1.053,8.9
-3.506,38.525,-5.871,8.9
2.043,53.388,-5.021,8.8
10.061,60.912,-3.527,8.8
62.402,-31.364,0.872,8.8
-3.789,13.622,-3.949,8.8
21.39,17.573,-2.392,8.8
14.095,51.564,-2.484,8.8
-0.971,36.261,-5.518,8.8
89.699,-39.619,1.944,8.8
68.229,-29.283,1.704,8.8
10.676,60.589,-3.355,8.7
38.551,32.759,0.466,8.7
16.661,-7.552,-1.116,8.7
30.968,-2.512,-0.883,8.7
27.171,51.578,0.02,8.7
5.056,-0.312,-1.717,8.7
15.009,-7.127,-1.245,8.7
-2.066,33.853,-5.578,8.7
-6.716,22.049,-4.865,8.7
45.842,-24.418,-0.369,8.6
46.561,33.177,1.167,8.6
77.613,-38.326,1.287,8.6
29.233,-0.806,-0.948,8.6
-3.006,12.631,-3.731,8.6
7.313,75.637,-6.094,8.6
64.617,1.028,1.515,8.6
44.25,-9.389,-0.137,8.6
7.361,45.024,-3.839,8.6
40.032,-21.782,-0.996,8.6
44.7,47.739,2.475,8.6
1.081,51.873,-5.223,8.5
82.087,-35.785,2.053,8.5
31.83,31.5,-0.483,8.5
162.85,-18.803,4.539,8.5
80.478,-16.855,3.38,8.4
20.609,56.88,-1.325,8.4
14.837,62.122,-2.746,8.4
6.216,48.879,-4.003,8.4
92.641,-55.427,-0.272,8.4
46.525,-30.349,-0.634,8.3
74.967,-42.866,0.301,8.3
10.651,-10.485,-1.492,8.3
55.292,36.076,2.16,8.3
79.03,-31.317,2.589,8.3
112.663,-63.416,-0.648,8.3
21.547,35.405,-1.717,8.3
0.5,9.3,-3.1,8.3
-6.957,25.824,-5.23,8.3
71.437,-30.71,1.873,8.3
53.057,32.032,1.612,8.3
8.409,46.135,-3.605,8.3
18.895,23.429,-2.781,8.2
-2.09,79.449,-8.474,8.2
67.378,-27.128,1.833,8.2
24.281,47.931,-0.53,8.2
89.901,-45.917,0.981,8.2
104.076,-65.275,-1.263,8.1
39.372,34.787,0.735,8.1
49.138,-24.558,0.04,8.1
12.111,48.5,-2.81,8.1
7.918,57.029,-3.861,8
48.301,-15.23,0.038,8
15.251,38.944,-2.344,8
91.521,-46.189,1.033,8
77.918,-46.902,0.0549999999999999,8
-4.419,39.255,-5.932,8
107.049,-58.087,-0.083,8
3.39,11.526,-3.197,8
100.267,-48.709,0.91,8
31.276,-3.59,-0.851,7.9
92.327,-44.402,1.304,7.9
-6.524,27.786,-5.451,7.8
-3.479,47.61,-6.082,7.8
41.68,11.366,-0.271,7.8
16.249,-11.759,-1.375,7.8
24.715,60.967,-0.984,7.8
116.634,-65.892,-1.034,7.8
89.895,-58.268,-0.987,7.7
40.214,40.695,1.466,7.7
77.024,-44.527,0.3,7.7
51.309,-20.537,0.475,7.7
20.856,46.353,-1.165,7.7
50.216,22.877,0.645,7.7
13.264,53.612,-2.626,7.7
-4.411,77.089,-8.779,7.7
12.024,69.999,-3.897,7.7
52.427,29.249,1.372,7.7
63.719,-43.082,-0.688,7.6
149.417,-5.67,6.092,7.6
47.99,34.64,1.408,7.6
19.106,51.153,-1.459,7.6
1.753,9.015,-2.957,7.6
53.06,-32.993,-0.322,7.6
12.54,49.435,-2.758,7.6
6.177,48.67,-4.017,7.6
12.369,68.212,-3.599,7.6
56.851,-23.481,1.076,7.5
1.458,10.036,-3.199,7.5
-1.495,39.293,-5.617,7.5
37.474,33.181,0.444,7.5
2.953,14.055,-3.606,7.5
75.512,-32.483,2.07,7.4
17.677,28.696,-2.707,7.4
8.042,49.749,-3.614,7.4
-1.371,11.031,-3.472,7.4
0.139,50.707,-5.366,7.4
36.322,-15.805,-1.028,7.4
9.929,54.138,-3.368,7.4
3.364,20.039,-4.087,7.4
23.689,41.176,-0.985,7.4
47.232,30.578,1.005,7.4
51.03,-8.521,0.48,7.4
15.05,22.111,-3.108,7.3
11.511,34.193,-3.491,7.3
35.971,55.024,1.375,7.3
30.911,17.005,-1.264,7.3
12.022,25.506,-3.548,7.3
94.996,-45.016,1.228,7.3
10.603,43.325,-3.203,7.3
49.425,41.392,2.264,7.2
28.667,52.134,0.23,7.2
43.785,41.349,1.835,7.2
27.189,49.117,-0.00700000000000012,7.2
17.148,27.399,-2.872,7.2
-2.393,3.448,-1.935,7.2
51.505,19.868,0.517,7.2
3.888,19.52,-3.992,7.2
27.915,32.415,-0.921,7.2
77.658,-46.744,0.0289999999999999,7.1
31.366,16.276,-1.197,7.1
14.795,-8.277,-1.281,7.1
4.387,26.455,-4.388,7.1
1.846,10.412,-3.238,7.1
28.303,20.494,-1.501,7.1
6.517,6.436,-2.506,7.1
-5.473,12.741,-3.816,7.1
26.757,35.681,-0.731,7.1
-2.898,53.043,-6.1,7
0.243,27.97,-5.046,7
37.276,16.72,-0.692,7
30.981,22.779,-1.206,7
1.373,5.79,-2.293,7
7.42,43.449,-3.797,7
37.166,41.762,1.285,7
90.592,-59.443,-1.035,6.9
9.665,42.869,-3.455,6.9
21.802,1.508,-1.321,6.9
15.938,42.057,-2.132,6.9
-0.395,13.501,-3.695,6.9
14.433,23.936,-3.169,6.9
22.06,42.322,-1.196,6.9
108.182,-48.981,0.979,6.9
90.964,-51.279,0.231,6.9
3.635,46.593,-4.501,6.9
60.431,8.836,1.197,6.9
15.391,41.795,-2.274,6.8
102.349,-48.459,0.996,6.8
-0.689,38.436,-5.413,6.8
78.233,-46.728,0.122,6.8
12.472,37.056,-3.109,6.8
77.594,-30.647,2.528,6.8
3.925,26.547,-4.455,6.8
63.34,-24.801,1.609,6.7
51.383,-24.416,0.314,6.7
8.478,46.446,-3.587,6.7
-3.381,0.276,-1.777,6.7
99.794,-49.892,0.757,6.7
4.975,52.057,-4.311,6.7
8.915,13.971,-3.083,6.7
15.013,60.312,-2.55,6.6
82.016,-37.863,1.675,6.6
-4.035,79.077,-8.884,6.6
32.077,54.182,0.712,6.6
22.717,37.541,-1.401,6.6
-3.632,-1.215,-1.834,6.6
6.933,8.475,-2.86,6.6
-3.062,11.217,-3.521,6.6
19.951,-5.472,-1.208,6.6
20.699,-16.603,-1.429,6.6
55.026,-38.395,-0.947,6.6
4.409,63.593,-4.994,6.6
50.71,-26.326,0.116,6.6
60.141,-31.561,0.47,6.6
50.516,27.449,1.041,6.6
-5.507,11.729,-3.649,6.5
148.309,-35.299,2.947,6.5
68.989,-26.573,2.117,6.5
15.162,68.184,-3.15,6.5
31.275,11.738,-1.16,6.5
29.61,6.942,-1.097,6.5
72.533,-43.817,-0.052,6.5
76.271,-45.568,0.028,6.5
113.272,-58.541,0.052,6.5
27.474,-3.384,-0.914,6.5
20.991,47.126,-1.136,6.5
6.658,17.964,-3.669,6.4
37.924,-27.782,-1.428,6.4
14.789,20.827,-3.118,6.4
23.938,46.392,-0.63,6.4
42.099,-18.938,-0.66,6.4
90.051,-54.414,-0.358,6.4
4.519,10.295,-2.972,6.4
22.675,56.323,-0.803,6.3
53.585,50.745,2.697,6.3
37.684,50.999,1.698,6.3
95.499,-50.141,0.73,6.3
76.698,-47.305,-0.167,6.3
22.812,58.982,-1.099,6.3
3.224,36.892,-4.759,6.3
14.307,23.465,-3.174,6.3
37.806,57.234,1.455,6.3
-1.75,32.26,-5.404,6.3
15.787,21.06,-2.981,6.3
9.618,18.231,-3.501,6.3
2.052,54.435,-5.026,6.2
28.455,32.355,-0.817,6.2
81.641,-42.264,1.123,6.2
5.064,34.931,-4.512,6.2
75.911,-46.502,-0.136,6.2
5.58,48.27,-4.158,6.2
-1.174,-1.176,-1.671,6.2
20.43,32.054,-2.115,6.2
5.029,53.419,-4.352,6.2
67.422,-29.173,1.684,6.1
65.875,-26.626,1.694,6.1
76.819,-47.095,-0.109,6.1
79.418,-35.169,1.982,6.1
-0.349,-2.105,-1.676,6.1
54.661,-17.862,0.894,6.1
6.181,47.579,-4.058,6.1
-8.352,75.64,-9.605,6.1
9.044,46.456,-3.478,6.1
43.143,49.399,2.435,6.1
55.109,-6.813,0.823,6
21.202,32.318,-2.009,6
21.713,43.938,-1.201,6
-3.851,81.452,-9.299,6
9.256,57.041,-3.567,6
8.969,22.068,-3.748,6
47.19,-12.625,0.0209999999999999,6
6.03,30.888,-4.435,6
-3.452,29.889,-5.487,6
25.504,49.926,-0.219,6
18.691,22.447,-2.765,5.9
27.245,48.931,0.00499999999999989,5.9
27.99,49.074,0.11,5.9
20.97,-5.639,-1.172,5.9
-8.552,80.193,-10.226,5.8
26.806,54.148,-0.095,5.8
-1.976,34.506,-5.518,5.8
143.709,-3.861,6.135,5.8
27.156,48.442,-0.00900000000000012,5.8
82.94,-29.049,3.212,5.8
-3.825,46.459,-6.137,5.8
88.237,-40.056,1.914,5.8
8.111,55.968,-3.765,5.8
-2.19,-4.034,-1.83,5.8
70.426,-27.446,2.194,5.8
-5.98,12.27,-3.747,5.8
42.756,40.926,1.765,5.7
115.307,12.854,7.526,5.7
5.875,58.262,-4.397,5.7
5.295,51.362,-4.215,5.7
69.831,-42.499,-0.136,5.7
49.692,-24.491,0.091,5.7
20.949,40.293,-1.535,5.7
-3.535,2.766,-1.981,5.7
23.107,58.918,-1.054,5.7
14.372,24.72,-3.205,5.7
89.334,-59.043,-1.048,5.7
3.988,27.572,-4.536,5.7
64.836,-29.037,1.321,5.7
35.893,42.191,1.178,5.6
22.591,35.128,-1.616,5.6
-8.447,50.507,-7.246,5.6
7.419,51.672,-3.774,5.6
77.587,-48.391,-0.27,5.6
9.701,25.289,-3.829,5.6
8.384,51.647,-3.562,5.6
90.35,-42.335,1.436,5.6
-2.114,2.157,-1.802,5.6
13.13,24.301,-3.325,5.6
1.881,42.75,-4.893,5.6
82.915,-34.605,2.419,5.6
33.189,37.795,0.281,5.6
90.773,-55.356,-0.453,5.6
41.782,47.516,2.195,5.6
2.469,11.383,-3.268,5.5
7.347,49.48,-3.754,5.5
24.493,46.146,-0.534,5.5
96.02,-41.139,1.679,5.5
-6.541,27.395,-5.395,5.5
92.312,-50.628,0.483,5.5
-8.495,49.903,-7.19,5.5
39.354,50.484,1.986,5.4
135.374,3.547,6.734,5.4
-3.266,81.499,-9.14,5.4
23.707,45.597,-0.748,5.4
-2.93,45.069,-5.94,5.4
-1.813,-1.155,-1.702,5.4
-5.119,37.279,-6.027,5.4
15.51,52.184,-2.133,5.4
18.706,66.127,-2.493,5.4
31.375,56.506,0.449,5.4
69.498,-29.792,1.791,5.4
-5.893,65.929,-7.862,5.4
72.348,-5.883,2.168,5.4
55.416,-7.983,0.839,5.4
78.102,9.889,3.187,5.3
51.39,31.526,1.444,5.3
26.744,30.574,-1.153,5.3
3.232,9.714,-2.905,5.2
68.554,-32.107,1.358,5.2
4.926,44.719,-4.307,5.2
85.449,-36.033,2.247,5.2
13.341,67.145,-3.321,5.2
12.118,24.9,-3.522,5.1
19.278,52.664,-1.391,5.1
-5.265,-1.146,-1.928,5.1
113.867,-65.062,-0.896,5.1
0.798,17.113,-4.005,5.1
21.497,31.603,-1.994,5.1
67.532,-46.275,-0.807,5
94.484,-49.971,0.726,5
56.104,10.534,0.838,5
-2.708,57.276,-6.319,5
-1.15,43.119,-5.599,5
55.812,-16.249,0.947,5
-0.20921876,62.900284,-6.168,5
-2.0133462,78.84557,-8.365,5
-5.9809914,1.2979687,-2.04,5
-6.5189233,10.236895,-3.406,5
10.526115,76.31874,-5.552,5
163.09055,-20.871864,4.538,5
157.08672,-25.78745,4.493,5
154.54752,-27.406143,4.129,5
4.3861866,60.22909,-4.803,5
1.8638086,59.58116,-5.453,5
4.794802,62.122963,-4.842,5
2.653611,61.147903,-5.336,5
3.5563257,61.707813,-5.143,5
2.8704052,63.012928,-5.418,5
16.064913,66.62666,-2.798,5
15.416394,71.857254,-3.575,5
-9.285305,70.55172,-8.931,5
23.467,59.57,-1.083,5
78.362,-45.951,0.241,5
37.661,43.864,1.505,5
75.78,-47.961,-0.412,4.9
23.698,47.641,-0.66,4.9
68.143,-27.553,1.88,4.9
1.784,54.52,-5.117,4.9
-5.072,43.97,-6.231,4.9
87.302,-50.923,0.103,4.9
-4.16,37.662,-5.944,4.9
-4.416,35.812,-5.915,4.9
26.28,48.629,-0.126,4.9
78.167,-46.308,0.159,4.9
-7.607,31.908,-5.903,4.9
14.017,68.901,-3.402,4.9
63.642,-33.217,0.717,4.9
22.768,41.039,-1.155,4.8
8.406,16.606,-3.442,4.8
-2.755,45.566,-5.864,4.8
4.517,39.442,-4.386,4.8
19.373,28.928,-2.463,4.8
71.336,-48.458,-0.807,4.8
7.003,19.07,-3.682,4.8
-5.045,23.048,-4.817,4.8
7.621,13.108,-3.063,4.8
-6.931,70.31,-8.583,4.8
22.56,-13.98,-1.265,4.7
67.323,-45.49,-0.791,4.7
71.721,-10.108,2.485,4.7
87.495,-50.949,0.103,4.7
-0.345,31.443,-5.21,4.7
72.156,-46.194,-0.412,4.7
-3.943,16.812,-4.332,4.7
-5.707,39.132,-6.146,4.7
39.08,49.326,1.883,4.6
70.298,-47.022,-0.782,4.6
-5.312,3.49,-2.237,4.6
72.147,-48.286,-0.775,4.6
-8.085,73.35,-9.25,4.6
51.853,-29.745,-0.0640000000000001,4.6
1.08,64.95,-6.077,4.5
61.263,-22.435,1.525,4.5
25.133,49.352,-0.299,4.5
77.847,-47.432,-0.004,4.5
10.121,59.772,-3.489,4.5
23.48,36.798,-1.287,4.5
1.128,67.851,-6.544,4.5
-5.193,42.485,-6.281,4.5
19.732,44.687,-1.397,4.4
18.972,70.619,-2.955,4.4
77.776,-48.295,-0.231,4.4
-3.968,24.364,-4.863,4.4
-4.24,-2.573,-1.905,4.4
-7.924,75.679,-9.524,4.4
-8.645,62.07,-7.914,4.4
92.948,-49.766,0.681,4.4
18.935,71.207,-3.02,4.4
73.073,-30.231,2.027,4.4
25.982,49.1,-0.18,4.4
23.227,56.588,-0.735,4.4
99.151,-54.978,0.111,4.3
-3.389,79.127,-8.743,4.3
4.122,63.068,-5.048,4.3
5.035,57.225,-4.516,4.3
1.911,66.439,-6.14,4.3
1.221,36.634,-5.172,4.2
26.541,34.014,-1.025,4.2
1.272,39.222,-5.113,4.2
-0.133,14.417,-3.796,4.2
17.652,-16.423,-1.476,4.2
146.703,-3.665,6.335,4.2
74.354,-49.506,-0.811,4.2
145.638,-1.997,6.632,4.2
-7.729,47.018,-6.971,4.2
97.428,-52.7,0.335,4.2
15.047,37.241,-2.533,4.2
20.077,32.316,-2.124,4.2
157.461,-24.351,4.632,4.1
-7.904,66.464,-8.413,4.1
-1.453,40.751,-5.624,4.1
-8.411,43.261,-6.777,4.1
99.974,-52.749,0.368,4.1
-5.884,71.309,-8.466,4.1
-8.034,38.148,-6.394,4.1
94.065,-60.664,-1.079,4.1
21.873,42.118,-1.244,4.1
2.27,71.118,-6.434,4.1
-3.536,65.401,-7.2,4
6.346,56.172,-4.124,4
-6.755,55.034,-7.128,4
7.993,58.167,-3.947,4
58.116,15.521,1.027,4
73.466,-44.664,-0.12,4
69.932,-47.319,-0.809,4
161.328,-19.868,4.708,4
3.0193133,51.969013,-4.791,4
0.6082422,57.487324,-5.514,4
27.988792,28.855835,-1.186,4
97.819,-57.803,-0.491,4
11.408,47.723,-2.968,4
17.519,68.858,-2.781,4
-5.894,9.581,-3.306,4
34.445,57.528,0.845,4
72.172,-48.022,-0.754,4
71.729,-48.141,-0.78,4
18.626,36.677,-2.108,4
86.084,-49.375,0.25,4
-3.011,56.78,-6.384,4
58.023,-40.232,-0.959,3.9
-5.74,69.204,-8.028,3.9
71.328,-48.048,-0.79,3.9
3.11,71.196,-6.214,3.9
14.455,45.728,-2.388,3.9
79.05,-48.107,-0.111,3.9
19.895,29.634,-2.322,3.9
144.805,-1.294,6.648,3.9
8.139,57.859,-3.876,3.9
19.117,-18.413,-1.52,3.9
117.126,13.752,7.79,3.8
-4.818,23.564,-4.847,3.8
20.889,51.359,-1.114,3.8
7.282,58.118,-4.098,3.8
71.53,-48.523,-0.809,3.8
59.427,48.01,3.115,3.8
17.879,54.449,-1.725,3.8
-8.254,42.254,-6.718,3.8
74.541,-48.462,-0.585,3.8
83.059,-34.895,2.361,3.8
12.342,12.959,-2.727,3.8
-5.614,71.106,-8.363,3.8
1.121,36.739,-5.191,3.8
150.747,-12.33,5.399,3.8
55.15,-16.124,0.861,3.7
16.709,69.432,-3.034,3.7
54.561,-17.656,0.885,3.7
79.682,-51.436,-0.474,3.7
-1.415,46.28,-5.564,3.7
72.963,-48.94,-0.814,3.7
4.414,56.166,-4.584,3.7
3.717,19.521,-4.003,3.7
28.801,51.902,0.267,3.7
18.676,23.256,-2.8,3.7
21.201,35.434,-1.782,3.7
-0.625,50.567,-5.494,3.6
7.978,50.084,-3.653,3.6
79.071,-47.908,-0.0609999999999999,3.6
18.993,70.686,-2.955,3.6
74.322,-48.327,-0.602,3.6
9.513,47.484,-3.3,3.6
0.484,64.443,-6.162,3.6
0.168,56.398,-5.526,3.6
110.692,-67.812,-1.433,3.6
16.015,49.597,-2.062,3.6
-7.014,40.543,-6.475,3.6
-2.145,0.694,-1.663,3.6
14.062,-6.489,-1.337,3.6
15.414,52.622,-2.154,3.5
78.952,-48.204,-0.147,3.5
-2.15,79.715,-8.561,3.5
-6.05,44.967,-6.471,3.5
4.395,51.8,-4.405,3.5
-4.371,-3.031,-1.931,3.5
13.732,49.922,-2.57,3.5
14.4,45.624,-2.389,3.5
29.328,51.797,0.331,3.5
4.393,31.597,-4.649,3.5
-4.909,68.283,-7.844,3.5
8.367,40.856,-3.792,3.5
82.663,-38.871,1.627,3.5
70.199,-45.493,-0.559,3.5
56.245,-9.758,0.895,3.5
8.8,36.099,-3.829,3.5
98.283,-60.291,-0.81,3.4
-9.801,74.011,-9.697,3.4
72.42,-49.154,-0.842,3.4
-1.708,42.673,-5.715,3.4
-7.219,22.207,-4.886,3.4
